9,25,25,9,9,9,25,9,25,9,9,25,9,9,9,25,9
25,9,25,25,25,25,25,25,25,25,25,25,9,25,41,25,9
9,25,9,9,25,25,25,25,25,25,25,9,9,25,25,9,9
9,25,9,25,25,25,9,41,25,25,25,25,25,25,25,25,25
25,25,9,9,25,25,41,41,9,25,25,9,9,9,25,9,25
25,25,9,41,25,25,25,25,9,25,9,25,25,9,25,25,25
25,9,25,25,25,25,9,9,25,9,25,9,25,25,9,9,41
9,41,9,25,25,9,25,25,41,9,9,9,9,25,9,25,9
25,41,9,9,9,25,9,9,25,25,25,9,25,25,9,41,25
9,9,9,9,9,9,9,9,25,25,25,25,25,9,25,9,9
9,9,9,9,9,9,25,9,25,9,25,9,9,9,9,41,9
41,25,9,9,25,41,25,25,25,25,9,9,9,25,25,25,9
9,9,9,9,9,25,9,25,25,25,9,25,25,9,9,25,9
25,25,9,25,25,9,9,9,9,9,9,9,25,25,25,25,25
25,9,41,9,9,9,25,25,25,25,9,25,9,9,9,25,9
9,25,25,9,9,25,9,25,9,25,25,25,9,9,25,25,25
9,9,9,25,9,9,25,25,25,25,25,9,9,25,9,25,9
9,9,9,25,9,25,25,9,25,9,17,25,25,9,25,25,9
9,25,9,25,9,25,25,9,25,9,9,9,25,17,9,25,9
25,25,25,9,25,9,25,9,41,9,25,25,25,9,25,9,9
9,9,9,25,9,9,25,9,9,9,25,9,25,25,25,25,9
25,25,25,9,9,9,9,25,9,25,25,9,25,9,25,25,25
9,25,25,9,25,25,9,9,9,9,25,41,9,9,9,25,25
9,9,9,25,9,9,25,9,25,25,25,9,25,25,9,25,25
25,41,25,17,17,25,9,25,25,9,9,9,25,9,25,9,25
9,9,9,25,17,25,9,25,25,9,25,17,25,9,25,9,9
25,25,25,25,9,9,25,9,25,9,17,25,25,9,25,9,25
9,9,9,25,25,25,9,9,9,25,9,9,9,9,25,9,9
25,17,9,9,44,25,17,25,17,17,25,25,44,25,25,25,9
44,25,25,44,44,25,44,25,25,17,25,44,17,25,17,25,25
44,25,17,17,17,44,44,44,25,44,44,44,25,25,44,25,25
44,25,44,44,44,10,44,17,17,44,17,44,25,44,17,25,25
44,44,44,17,17,44,17,17,17,17,17,44,44,17,44,25,25
17,44,17,17,17,44,44,44,44,17,17,44,44,44,44,17,25
17,44,44,10,44,44,17,17,17,44,17,17,17,44,17,17,44
44,17,44,17,17,17,44,44,17,17,17,17,44,10,10,17,44
17,17,44,17,17,17,44,17,44,17,17,17,17,17,44,44,44
17,17,17,17,44,17,44,17,44,17,17,17,44,44,17,17,17
17,44,44,17,17,44,17,17,17,44,44,44,17,44,10,44,17
17,17,44,44,44,17,44,17,17,17,17,17,17,17,44,17,44
