112,113,130,112,130,112,112,132,130,132,116,114,130,112,130,113,113
112,112,130,112,130,113,113,132,130,132,112,112,130,112,150,112,112
131,131,151,131,134,131,131,135,135,135,131,129,130,116,112,113,112
114,112,130,112,130,112,112,135,135,135,133,133,134,112,114,114,112
112,112,130,116,146,112,128,135,135,135,131,145,146,112,112,116,113
113,112,150,116,112,112,130,113,113,130,114,112,112,112,112,112,112
112,117,114,112,112,112,132,112,114,130,112,114,112,113,116,112,114
115,114,114,112,115,113,132,112,112,144,131,131,131,131,131,131,131
113,112,112,112,112,112,132,116,116,113,112,116,112,112,112,114,114
113,112,112,114,116,115,114,114,113,113,114,112,116,112,116,112,112
114,112,112,112,112,113,112,112,113,114,112,112,112,112,113,115,112
116,115,112,115,112,112,112,116,116,112,112,112,114,112,113,115,112
112,113,115,113,116,112,112,112,112,115,112,113,112,113,112,112,114
112,112,112,112,112,112,112,115,112,112,112,112,112,112,116,112,112
112,112,112,113,112,112,112,114,112,114,112,116,114,112,114,115,112
116,115,116,113,115,112,115,112,115,112,112,112,116,114,114,112,112
116,112,112,114,112,112,113,114,112,112,114,113,112,113,112,112,115
112,114,112,114,113,114,112,116,112,112,112,112,115,112,112,115,114
112,112,112,112,112,112,112,116,112,115,112,112,112,112,112,112,112
113,112,112,112,112,112,117,112,113,112,115,112,112,115,113,113,115
112,116,112,112,115,112,112,112,112,112,114,112,112,112,112,112,114
113,112,112,112,115,116,114,112,112,112,114,112,113,120,122,112,113
114,113,116,112,115,112,112,112,112,113,112,112,112,136,137,121,121
112,112,112,112,112,112,113,112,115,112,113,113,114,152,137,137,137
112,115,112,112,114,112,112,112,112,112,113,112,112,112,152,153,153
112,112,112,112,112,112,112,112,112,112,112,112,113,112,113,113,113
115,112,112,112,112,112,116,116,112,113,112,112,112,112,113,112,113
112,113,112,114,112,112,115,113,112,114,112,114,112,112,112,112,114
133,131,133,131,133,129,112,114,112,114,113,113,112,112,114,112,113
112,112,115,112,114,132,114,112,113,112,112,114,112,113,112,112,113
113,112,116,113,112,130,115,115,112,112,112,112,116,116,114,112,112
112,116,112,116,112,132,114,112,112,113,112,113,112,114,112,112,113
115,112,112,112,112,130,116,116,112,115,116,113,112,128,148,112,112
112,112,112,112,112,132,112,112,112,113,117,112,113,132,112,112,112
114,114,114,116,112,144,133,131,133,131,133,131,133,145,114,112,112
112,112,112,112,112,112,114,112,114,112,112,112,112,115,112,112,112
112,112,114,115,112,112,112,116,114,116,115,116,112,112,112,115,112
112,116,112,113,112,116,112,112,112,112,112,112,114,112,112,112,114
113,115,112,112,114,112,113,113,117,112,116,112,112,112,114,115,112
112,112,112,112,113,114,112,112,114,112,113,113,114,112,112,112,113
114,112,113,112,112,112,112,114,112,112,112,128,131,131,131,131,131
112,112,112,115,112,112,112,112,113,112,112,150,112,112,112,112,114
112,112,112,113,114,117,112,112,112,112,114,112,112,112,113,113,112
113,112,112,115,112,112,114,112,112,116,114,112,112,113,116,113,112
112,112,113,113,112,112,114,112,113,112,112,113,112,112,112,112,112
115,112,112,112,112,113,115,112,114,112,114,112,112,112,112,113,112
113,112,112,112,112,112,112,112,112,116,112,112,112,113,112,112,112
116,112,112,112,114,112,112,112,112,112,113,114,112,115,112,113,112
113,112,116,112,112,112,112,114,112,112,112,112,112,112,113,116,112
112,112,115,112,112,112,112,115,112,112,113,112,113,112,112,114,112
112,116,113,112,112,114,115,112,112,112,112,112,112,112,112,114,112
112,113,112,112,114,116,113,113,114,112,112,114,113,112,113,113,112
112,114,112,112,112,113,113,113,114,112,112,112,114,117,115,112,112
112,120,122,112,115,112,112,114,112,112,114,113,112,112,112,112,112
112,136,138,112,112,116,113,114,112,114,114,113,112,112,113,112,112
112,136,137,121,121,121,122,112,113,112,112,112,112,112,112,113,114
120,137,137,137,137,153,154,112,112,117,112,112,112,112,112,112,116
137,137,137,137,154,112,112,112,117,112,112,113,112,113,113,112,113
153,153,153,154,112,112,112,114,112,112,113,112,116,112,114,113,114
115,114,112,112,112,112,113,114,112,112,116,112,114,114,113,113,112
112,112,112,112,112,116,113,116,112,112,116,112,112,112,112,114,114
112,112,112,112,112,115,112,112,114,113,112,115,112,113,113,113,112
151,113,112,112,112,114,112,112,112,112,115,115,113,151,112,112,115
151,112,112,112,112,112,112,112,115,112,112,115,112,151,112,112,113
151,151,151,116,112,112,112,112,112,113,112,112,151,151,151,151,151
151,151,151,151,114,112,112,116,112,112,112,112,151,151,151,151,151
151,151,151,151,114,114,112,116,112,113,115,112,151,151,151,151,151
151,151,151,115,116,115,112,112,112,113,112,115,112,112,151,151,151
112,112,112,112,113,112,114,116,114,114,116,112,113,112,112,112,112
112,113,113,112,112,115,112,112,115,112,114,112,112,115,112,112,112
112,112,112,116,112,112,112,113,112,116,113,116,114,112,114,117,112
116,113,112,112,112,112,115,114,112,112,116,112,112,114,112,113,114
112,112,112,113,112,115,113,113,114,112,112,112,113,112,112,112,113
114,112,112,113,112,112,112,112,114,112,112,112,112,112,112,114,112
114,112,112,112,115,112,112,116,112,112,112,116,114,112,113,114,112
112,112,112,113,112,112,115,112,112,112,112,112,113,116,112,113,112
133,133,133,134,112,112,112,114,116,113,112,112,112,113,113,113,112
133,133,133,134,116,116,114,114,116,112,112,112,112,112,112,112,112
112,112,114,116,112,112,115,112,112,112,113,112,114,113,112,112,112
